sekolah,jenis_kelamin,usia,tipe_alamat,ukuran_keluarga,status_orangtua,pendidikan_ibu,pendidikan_ayah,pekerjaan_ibu,pekerjaan_ayah,alasan_pilih_sekolah,wali,waktu_tempuh,waktu_belajar,jumlah_kegagalan,dukungan_sekolah,dukungan_keluarga,les_pribadi,kegiatan_ekstra,pernah_paud,ingin_pendidikan_tinggi,internet_rumah,hubungan_romantis,hubungan_keluarga,waktu_luang,keluar_dengan_teman,konsumsi_alkohol_harian,konsumsi_alkohol_akhir_pekan,kesehatan,ketidakhadiran,nilai_periode1,nilai_periode2,nilai_akhir,subject,risiko_gagal
Gabriel Pereira,Perempuan,18,Perdesaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,4,3,4,2,2,4,8,12,10,11,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,2,Kesehatan,Lainnya,Reputasi,Ayah,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,5,4,5,1,3,5,10,10,9,10,Math,0
Gabriel Pereira,Perempuan,18,Perdesaan,Lebih dari 3,Tinggal bersama,2,1,Lainnya,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,4,3,5,1,2,3,0,6,0,0,Math,1
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Jasa,Dekat rumah,Wali lain,1,2,2,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,3,5,3,3,5,15,9,9,9,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Lainnya,Jasa,Reputasi,Ayah,1,4,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,5,5,1,3,2,4,15,14,14,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Lainnya,Lainnya,Dekat rumah,Ibu,2,2,0,Tidak,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,4,4,3,1,1,3,2,11,11,11,Math,0
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Ibu rumah tangga,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Ya,3,5,2,2,2,1,2,15,14,14,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,4,Ibu rumah tangga,Kesehatan,Reputasi,Ibu,2,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,3,3,1,1,1,2,10,10,10,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,2,2,Jasa,Lainnya,Kurikulum,Ibu,2,2,0,Ya,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,4,4,2,3,5,6,12,12,12,Math,0
Gabriel Pereira,Perempuan,18,Perdesaan,Lebih dari 3,Berpisah,3,2,Lainnya,Jasa,Dekat rumah,Ibu,2,2,0,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,4,1,1,1,1,5,75,10,9,9,Math,1
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Dekat rumah,Ibu,2,1,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,3,2,4,1,4,3,22,9,9,9,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Kesehatan,Kesehatan,Reputasi,Ayah,1,2,1,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,2,4,4,1,1,4,15,9,8,8,Math,1
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,4,3,Guru,Jasa,Kurikulum,Ibu,2,1,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,4,2,3,1,2,1,8,10,11,10,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Berpisah,4,1,Jasa,Lainnya,Dekat rumah,Ibu,2,1,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,4,5,4,2,4,5,30,8,8,8,Math,1
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Berpisah,3,2,Guru,Jasa,Dekat rumah,Ibu,1,1,1,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,4,4,3,4,3,19,11,9,10,Math,0
Gabriel Pereira,Perempuan,18,Perdesaan,3 atau kurang,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Reputasi,Ibu,2,4,0,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,Tidak,5,2,2,1,1,3,1,12,12,12,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Lainnya,Dekat rumah,Ibu,2,2,0,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,5,4,4,1,1,4,4,8,9,10,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,5,4,5,1,2,5,4,10,9,11,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Lainnya,Reputasi,Ayah,1,2,0,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,4,3,3,1,2,4,2,12,10,11,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Ibu rumah tangga,Ibu rumah tangga,Lainnya,Ibu,1,3,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,2,2,5,18,18,19,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Jasa,Guru,Reputasi,Ibu,1,3,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,1,3,6,13,12,12,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Jasa,Jasa,Reputasi,Ibu,1,3,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,4,2,4,1,3,2,6,15,14,14,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Berpisah,4,4,Guru,Guru,Reputasi,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,5,4,3,1,1,2,9,15,13,15,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,2,Guru,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,3,2,1,4,5,11,12,11,11,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Kesehatan,Jasa,Reputasi,Ibu,1,3,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,2,2,1,2,3,0,15,15,15,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,3 atau kurang,Tinggal bersama,2,1,Jasa,Ibu rumah tangga,Reputasi,Ibu,1,2,1,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,5,4,3,1,1,5,12,12,12,13,Math,0
Gabriel Pereira,Perempuan,17,Perdesaan,3 atau kurang,Tinggal bersama,3,1,Jasa,Lainnya,Reputasi,Ibu,2,4,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,3,1,2,1,1,3,6,18,18,18,Math,0
Gabriel Pereira,Laki-laki,18,Perdesaan,3 atau kurang,Tinggal bersama,3,2,Jasa,Lainnya,Reputasi,Ibu,2,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,5,4,2,1,1,4,8,14,13,14,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Kesehatan,Lainnya,Dekat rumah,Ibu,1,1,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,4,3,1,3,5,4,14,12,11,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Kesehatan,Lainnya,Reputasi,Wali lain,2,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,2,3,4,2,3,2,0,10,9,0,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,3 atau kurang,Tinggal bersama,4,3,Lainnya,Lainnya,Dekat rumah,Wali lain,2,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,4,5,1,2,2,10,10,8,8,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Lainnya,Lainnya,Reputasi,Ayah,1,4,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,1,3,0,14,13,14,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Guru,Guru,Dekat rumah,Ibu,1,1,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,1,4,2,2,2,1,5,16,15,16,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,3 atau kurang,Berpisah,4,4,Kesehatan,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,2,4,1,1,4,14,12,10,11,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Lainnya,Guru,Dekat rumah,Ayah,2,1,0,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,4,1,1,2,2,5,0,11,11,10,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,2,Lainnya,Lainnya,Reputasi,Ibu,2,3,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,1,3,0,15,12,14,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Kesehatan,Kesehatan,Reputasi,Ayah,1,4,0,Tidak,Ya,Ya,Ya,Tidak,Ya,Ya,Tidak,5,2,2,1,2,5,0,17,17,18,Math,0
Gabriel Pereira,Laki-laki,19,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Lainnya,Dekat rumah,Wali lain,1,2,1,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,4,4,1,1,3,20,15,14,13,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,4,Jasa,Ibu rumah tangga,Reputasi,Wali lain,1,2,1,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,4,3,1,1,3,8,14,12,12,Math,0
Gabriel Pereira,Laki-laki,20,Perkotaan,Lebih dari 3,Berpisah,3,2,Jasa,Lainnya,Kurikulum,Wali lain,1,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,5,5,3,1,1,5,0,17,18,18,Math,0
Gabriel Pereira,Laki-laki,19,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Reputasi,Wali lain,2,1,1,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,3,4,1,1,4,38,8,9,8,Math,1
Gabriel Pereira,Laki-laki,19,Perdesaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Jasa,Reputasi,Ayah,1,2,1,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,4,5,3,1,2,5,0,15,12,12,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Reputasi,Wali lain,1,2,1,Ya,Ya,Tidak,Ya,Tidak,Ya,Ya,Tidak,4,4,3,1,3,3,18,12,10,10,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,3 atau kurang,Tinggal bersama,1,2,Jasa,Jasa,Dekat rumah,Wali lain,1,2,1,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Ya,4,2,4,2,2,3,0,9,9,0,Math,1
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Ibu rumah tangga,Lainnya,Lainnya,Wali lain,3,2,0,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,3,4,1,1,1,2,20,14,12,13,Math,0
Gabriel Pereira,Laki-laki,19,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Lainnya,Jasa,Kurikulum,Wali lain,1,2,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,4,5,2,2,2,4,3,13,11,11,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,3 atau kurang,Tinggal bersama,3,2,Jasa,Lainnya,Reputasi,Wali lain,2,2,1,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,4,2,2,1,2,1,22,13,10,11,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Kesehatan,Dekat rumah,Wali lain,1,3,2,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,4,1,2,1,1,3,14,15,13,13,Math,0
Gabriel Pereira,Perempuan,19,Perdesaan,Lebih dari 3,Tinggal bersama,2,3,Lainnya,Lainnya,Reputasi,Wali lain,1,3,1,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,4,1,2,1,1,3,40,13,11,11,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Jasa,Lainnya,Kurikulum,Ibu,2,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,5,3,3,1,2,1,0,8,8,0,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Lainnya,Lainnya,Kurikulum,Ibu,1,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,3,4,1,1,5,9,9,10,9,Math,1
Gabriel Pereira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,3,4,Ibu rumah tangga,Jasa,Kurikulum,Ayah,1,3,0,Tidak,Ya,Ya,Ya,Tidak,Ya,Ya,Tidak,4,3,4,2,5,5,0,11,11,10,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,4,4,3,3,5,2,11,11,11,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Berpisah,4,3,Jasa,Jasa,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,5,2,2,1,2,5,23,13,13,13,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,4,2,2,1,1,3,12,11,9,9,Math,1
Gabriel Pereira,Perempuan,17,Perdesaan,3 atau kurang,Tinggal bersama,2,2,Jasa,Jasa,Kurikulum,Ibu,1,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,3,3,2,2,2,3,3,11,11,11,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,1,Jasa,Jasa,Kurikulum,Ayah,1,3,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,3,4,3,2,3,5,1,12,14,15,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,0,2,Ibu rumah tangga,Ibu rumah tangga,Dekat rumah,Ayah,2,3,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,3,3,2,3,2,0,16,15,15,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Lainnya,Lainnya,Kurikulum,Ibu,1,3,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,3,2,2,3,3,9,12,11,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Jasa,Reputasi,Ibu,1,1,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,4,3,5,3,5,5,3,14,15,16,Math,0
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Lainnya,Kurikulum,Ibu,4,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,4,5,5,5,4,8,11,10,10,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Kurikulum,Ibu,1,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,5,4,4,1,3,4,7,10,9,9,Math,1
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ibu,2,3,0,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,4,3,3,1,2,4,4,14,14,14,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ibu,1,4,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,5,5,2,4,5,2,9,8,8,Math,1
Gabriel Pereira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,2,4,Ibu rumah tangga,Lainnya,Kurikulum,Ayah,1,3,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,4,3,1,1,5,7,12,14,14,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,5,3,4,1,1,4,0,7,0,0,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,3 atau kurang,Tinggal bersama,2,2,Lainnya,Lainnya,Dekat rumah,Wali lain,1,2,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,3,1,1,2,0,8,8,0,Math,1
Gabriel Pereira,Perempuan,18,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,2,4,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,4,4,4,1,1,4,0,10,9,0,Math,1
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,4,Jasa,Lainnya,Kurikulum,Ibu,1,3,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,4,5,1,3,5,16,16,15,15,Math,0
Gabriel Pereira,Perempuan,19,Perdesaan,Lebih dari 3,Berpisah,3,1,Jasa,Ibu rumah tangga,Dekat rumah,Wali lain,1,3,1,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,Tidak,5,4,3,1,2,5,12,14,13,13,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,3,2,2,3,2,0,7,8,0,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,3 atau kurang,Tinggal bersama,3,3,Jasa,Jasa,Dekat rumah,Ibu,1,4,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,3,3,1,1,1,7,16,15,17,Math,0
Gabriel Pereira,Perempuan,17,Perdesaan,Lebih dari 3,Berpisah,3,2,Lainnya,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,3,3,2,3,2,4,9,10,10,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Jasa,Jasa,Dekat rumah,Wali lain,1,3,1,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,4,3,4,1,3,3,4,11,12,11,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Dekat rumah,Ayah,1,2,1,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,3,2,2,2,0,10,10,0,Math,1
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,3,4,Jasa,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,3,1,3,5,11,16,15,15,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Berpisah,2,2,Ibu rumah tangga,Ibu rumah tangga,Dekat rumah,Ayah,1,2,1,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,3,3,1,1,2,4,0,9,8,0,Math,1
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,1,3,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,2,3,4,11,10,10,Math,0
Gabriel Pereira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Jasa,Lainnya,Ibu,1,3,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,5,4,3,2,3,1,7,13,13,14,Math,0
Gabriel Pereira,Laki-laki,18,Perdesaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Jasa,Kurikulum,Ibu,1,3,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,5,3,2,1,2,4,9,16,15,16,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Lainnya,Kurikulum,Ibu,1,3,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,5,4,5,2,3,5,0,10,10,9,Math,1
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Kesehatan,Lainnya,Reputasi,Ibu,1,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,4,3,1,3,4,0,13,15,15,Math,0
Mousinho da Silveira,Laki-laki,18,Perdesaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Lainnya,Kurikulum,Ibu,2,1,1,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,2,5,5,5,5,5,10,11,13,13,Math,0
Mousinho da Silveira,Laki-laki,19,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Jasa,Dekat rumah,Wali lain,3,2,3,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,4,4,3,3,2,8,8,7,8,Math,1
Mousinho da Silveira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Kesehatan,Lainnya,Kurikulum,Ibu,2,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,5,4,2,3,3,2,13,13,13,Math,0
Mousinho da Silveira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,1,3,Ibu rumah tangga,Jasa,Kurikulum,Ibu,1,1,1,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,4,3,3,2,3,3,7,8,7,8,Math,1
Mousinho da Silveira,Laki-laki,19,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Lainnya,Dekat rumah,Wali lain,3,1,1,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,4,4,3,3,5,4,8,8,8,Math,1
Mousinho da Silveira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,4,3,Jasa,Lainnya,Dekat rumah,Ibu,2,2,0,Tidak,Ya,Ya,Ya,Tidak,Ya,Ya,Ya,4,5,5,1,3,2,4,13,11,11,Math,0
Mousinho da Silveira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Kurikulum,Ayah,1,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,5,3,4,1,1,5,0,10,9,9,Math,1
Mousinho da Silveira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Lainnya,Ayah,2,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,3,3,1,2,5,4,12,13,13,Math,0
Mousinho da Silveira,Perempuan,17,Perkotaan,3 atau kurang,Berpisah,3,2,Jasa,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Ya,1,2,3,1,2,5,2,12,12,11,Math,0
Mousinho da Silveira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Lainnya,Jasa,Dekat rumah,Ayah,2,1,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,3,3,2,1,2,3,4,10,10,10,Math,0
Mousinho da Silveira,Perempuan,18,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Ibu rumah tangga,Jasa,Kurikulum,Ayah,2,3,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,3,2,1,1,4,0,18,16,16,Math,0
Mousinho da Silveira,Perempuan,18,Perdesaan,3 atau kurang,Berpisah,1,4,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Ya,4,3,4,1,4,5,0,13,13,13,Math,0
Mousinho da Silveira,Laki-laki,18,Perdesaan,3 atau kurang,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Lainnya,Ibu,2,2,1,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,4,4,3,2,3,5,2,13,12,12,Math,0
Mousinho da Silveira,Perempuan,18,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Lainnya,Ibu,2,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,3,2,1,3,3,0,11,11,10,Math,0
Mousinho da Silveira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Ibu rumah tangga,Ibu rumah tangga,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,2,3,4,1,1,1,0,16,15,15,Math,0
Mousinho da Silveira,Perempuan,17,Perdesaan,Lebih dari 3,Tinggal bersama,1,2,Lainnya,Jasa,Kurikulum,Ayah,2,2,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,3,2,2,1,2,3,0,12,11,12,Math,0
Mousinho da Silveira,Laki-laki,18,Perdesaan,Lebih dari 3,Tinggal bersama,1,3,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,2,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,3,3,4,2,4,3,4,10,10,10,Math,0
